trip_ids
139547
139549
139550
139558
139559
139560
139561
139562
139587
139588
139589
139591
139592
139595
139607
139608
139615
139626
139627
139628
139637
139639
139640
139641
139644
139645
139647
139648
139658
139659
139663
139664
139665
139672
139673
139674
139676
139677
139680
139682
139688
139689
139697
139698
139700
139701
139711
139716
139717
139718
139719
139723
139726
139727
139728
139729
139730
139731
139732
139733
139741
139746
139747
139754
139756
139758
139763
139769
139770
139771
139773
139777
139778
139779
139781
139782
139783
139789
139790
139813
139814
139818
139822
139823
139824
139825
139826
139827
139836
139837
139839
139849
139854
139855
139876
139877
139882
139887
139888
139889
139897
139901
139911
139912
139913
139929
139948
139962
139970
139971
139993
139994
139995
139996
139997
140012
140013
140014
140245
140247
140341
140342
140349
140379
140380
140383
140386
140392
140404
140441
140442
140452
140554
140555
140556
140559
140561
140597
140599
140602
140603
140608
140611
140613
140614
140617
140621
140625
140626
140628
140631
140633
140669
140671
140694
140717
140722
140742
140743
140808
140873
140888
140892
140940
140945
141009
141010
141048
141062
141128
141129
141308
141332
141477
141480
141496
141497
141531
141539
141542
141545
141546
141550
141554
141555
141556
141559
141561
141563
141566
141567
141594
141597
141612
141613
141619
141636
141642
141643
141644
141645
141648
141649
141652
141660
141661
141663
141664
141665
141668
141669
141698
141700
141701
141719
141739
141742
141747
141751
141760
141773
141803
141808
141809
141825
141832
141833
141843
141886
141916
141945
141949
141964
142003
142028
142030
142039
142053
142094
142124
142143
142186
142205
142215
142229
142259
142260
142317
142337
142353
142354
142368
142383
142388
142389
142390
142391
142392
142393
142402
142403
142415
142416
142417
142418
142432
142434
142455
142456
142460
142461
142474
142481
142484
142485
142497
142499
142503
142504
142509
142510
142513
142514
142518
142519
142520
142521
142523
142524
142529
142530
142536
142542
142544
142545
142546
142570
142578
142579
142581
142582
142604
142610
142613
142624
142625
142638
142645
142646
142647
142650
142751
142763
142764
142765
142786
142787
142793
142833
142834
142835
142843
142845
142848
142849
142867
142877
142886
142897
142903
142905
142925
142926
142952
142953
142954
142955
142961
142962
142970
142975
142977
142981
142982
142983
142984
142985
142993
143003
143005
143012
143013
143014
143015
143019
143022
143024
143025
143037
143062
143092
143153
143178
143283
143416
143659
143684
143685
143690
143699
143700
143724
143725
143726
143738
143742
143765
143810
143811
143847
143848
143851
143852
143928
143930
143938
143940
144045
144109
144198
144347
144419
144451
144484
144532
144596
144894
145103
145110
145149
145220
145271
145272
145293
145294
145323
145324
145359
145360
145447
145493
145593
145696
145861
146034
146159
146160
146177
146338
146339
146340
146342
146345
146346
146361
146428
146430
146441
146442
146444
146445
146497
146532
146604
146623
146639
146684
146702
146743
146774
146828
146854
146971
146988
147025
147122
147123
147194
147213
147235
147237
147293
147326
147356
147374
147611
147654
147668
147674
147686
147696
147697
147720
147733
147753
147779
147780
147781
147786
147787
147812
147818
147828
147835
147849
147895
147901
147902
147908
147909
147910
147923
147924
147927
147932
147934
147937
147940
147941
147947
147959
147962
147974
148002
148088
148112
148205
148209
148320
148321
148328
148356
148472
148525
148528
148618
148999
149000
149147
149156
149163
149167
149178
149196
149199
149201
149229
149241
149242
149245
149251
149267
149270
149275
149276
149279
149298
149324
149328
149329
149362
149363
149396
149406
149419
149421
149436
149473
149483
149489
149491
149498
149501
149502
149508
149518
149534
149569
149661
149801
149804
149935
149937
149938
149941
149942
149947
149948
149959
149961
149962
149964
149976
150020
150036
150051
150072
150073
150077
150083
150084
150089
150094
150095
150097
150098
150121
150124
150127
150128
150132
150135
150136
150162
150168
150175
150176
150180
150195
150197
150201
150207
150208
150218
150230
150231
150267
150269
150272
150301
150302
150314
150316
150317
150318
150322
150323
150341
150362
150374
150375
150385
150386
150387
150405
150406
150410
150411
150416
150417
150419
150420
150444
150445
150446
150447
150451
150452
150456
150457
150464
150472
150474
150476
150477
150481
150482
150483
150484
150489
150491
150494
150501
150502
150511
150519
150522
150523
150525
150526
150528
150533
150538
150544
150561
150568
150569
150574
150577
150584
150590
150591
150593
150597
150600
150601
150603
150604
150605
150608
150609
150610
150611
150613
150614
150619
150645
150647
150653
150654
150655
150661
150662
150663
150664
150665
150667
150669
150671
150672
150685
150686
150687
150688
150690
150691
150695
150704
150714
150730
150763
150765
150772
150773
150815
150816
150819
150820
150842
151028
151101
151117
151175
151290
151321
151330
151341
151374
151407
151514
151515
151528
151531
151555
151557
151575
151591
151627
151628
151638
151653
151658
151663
151679
151682
151731
151841
152007
152120
152228
152317
152321
152572
152716
152750
152767
152774
152779
152782
152788
152809
152811
152827
152828
152848
152899
152904
152910
152919
152920
152930
152943
152952
152953
152967
152968
152983
152997
153015
153066
153123
153167
153208
153294
153371
153439
153513
153538
153594
153683
153819
