trip_ids
302
320
476
644
684
854
862
1196
1307
1948
2487
2924
3693
4021
5141
5810
5876
6311
6368
6382
7488
7560
8270
8441
8791
9616
9710
9730
9781
10629
10659
11354
11533
11623
12000
12071
12597
12794
13020
13196
13295
13391
13925
14262
14581
15058
15163
15419
15484
16234
16570
16898
17260
17725
18273
18274
18325
18747
18760
18952
19019
19352
21665
21910
21925
22057
22137
22394
22557
22579
23185
23306
23555
23572
24313
24345
24436
24565
24574
25548
26223
26298
26480
26823
27383
27883
28560
28587
28684
28760
28773
29223
31282
31682
32319
32546
32691
32973
33385
33555
33723
33761
33799
33863
34283
34514
34607
34693
34792
35561
35665
36886
37203
38416
38759
38899
38967
38976
39031
39116
39224
39301
39307
39491
39499
39547
39663
40140
42062
42101
42750
42858
43560
43595
43635
43726
43811
43850
43933
44041
44261
44262
44270
44274
44359
44409
46393
47678
47931
48372
48492
48571
48722
49137
49501
50651
51711
52010
52140
52569
53494
53495
53664
53744
54210
54696
54930
55322
55767
56995
58669
58785
58879
58881
58979
59260
59305
59455
59653
59978
60318
60369
60370
60465
60954
62433
62434
62990
63705
63937
63938
64112
64140
64589
64747
65135
65250
65364
65545
65679
65886
65913
66117
66283
66334
66396
66523
66528
66601
66605
66761
66790
67329
67751
67786
67808
68082
68435
68572
68779
68880
69549
69706
70411
70494
70831
70834
70847
70858
70863
70978
71642
71931
71938
72072
72470
72569
72957
73055
73092
73201
73205
73286
73527
74008
74073
74168
74519
75055
75181
75410
76505
76824
77292
77376
77404
77496
78227
78498
78768
79217
79323
79391
79598
79646
79661
79714
79888
79937
79938
80041
80263
80264
80374
80382
80504
80595
80645
80918
81182
81250
81443
81588
81836
81987
82740
83198
83797
83978
83979
84067
84207
84258
86718
86946
87210
87522
87805
87892
88009
88019
88021
88137
88238
88664
88682
88952
89180
89295
89303
89342
89581
89779
90014
91461
91956
93321
93802
93886
94045
94180
94446
94637
94786
95242
95419
95672
95696
96538
96786
97069
97199
98791
99077
99721
99739
99871
100122
100248
100320
100561
100839
100863
101014
101146
101423
101468
101473
101517
101585
101737
101845
101855
102105
102393
102486
102532
102709
103704
104106
104614
107035
107056
107113
107217
107305
107369
107421
107544
107688
107776
107857
107925
108006
108007
108079
108147
108160
108873
109122
109244
109537
109743
110214
110900
111024
111101
111310
111344
111919
112011
112520
112568
113394
113398
113410
114083
114307
114472
114512
114746
114764
114833
115029
115313
115498
116295
116833
117102
117512
117649
117677
117964
118083
118140
118310
119163
120288
120570
120668
121058
121424
121922
122141
122277
122631
122858
123012
123293
123461
124270
124488
125200
125720
125910
125933
126819
127278
128719
129057
129066
129122
129263
129663
130016
130115
130544
130961
131246
131557
131623
131960
132244
132657
132745
132811
133579
133684
133686
133872
134152
134231
134953
135516
135620
135747
135809
135853
135951
135952
136396
136469
136973
137991
138966
139078
140514
140617
140862
141331
141678
142235
142535
142865
142984
143013
143055
144431
144502
144894
145074
145528
146219
146572
147148
147266
147486
147762
147984
148258
148315
148454
148504
148937
148938
149085
149180
149706
149855
150132
150464
150867
151217
151552
151674
151788
152075
152187
153377
153637
154215
154539
154914
155301
155369
155466
155485
155565
156157
156213
156718
156878
156905
157141
157181
158019
158320
158321
158566
159093
159166
159710
160359
160374
160889
161076
161446
161648
162007
162378
162405
162415
162475
162731
162890
163088
163325
163514
163643
163876
164696
165052
165134
165190
167346
167984
168270
168528
168624
168808
168810
168901
169173
169477
169527
169883
170226
170413
170961
171194
171457
171712
171779
172248
172897
173271
173733
173875
174088
174206
174222
174430
174809
175163
175276
176576
176858
177486
177561
177812
177850
178132
178312
178464
178594
178674
178931
179189
179210
179215
180168
180263
180282
180551
180552
180553
180556
180624
180801
180842
181340
182101
182145
182232
182798
183243
183302
183362
183512
183771
183790
184021
184037
184066
185025
185284
185488
185952
186450
186624
187013
187018
187542
188157
188208
188257
189670
190283
190356
190651
190802
191091
191415
191567
191574
191588
191857
191960
193030
193075
193110
193931
194001
194423
194693
195805
196101
196213
196336
196733
196965
197164
197646
198452
199274
199401
199412
199536
199699
200013
200067
200068
200084
200162
200746
200918
202800
202822
202957
202994
203034
203213
203491
203509
203569
203831
203876
203879
204307
204872
205208
205661
205948
206041
206164
206296
206302
207010
207158
207255
208228
208371
208653
209278
209824
209866
209905
210126
211092
212326
212840
213221
213993
214760
214786
214787
215147
215214
215382
215896
216138
216739
216781
216783
217373
217398
217504
217938
218278
218375
218986
218991
219237
219375
219934
220098
220458
220536
220813
220947
221327
221652
222438
222703
222935
223365
223682
223714
224066
224207
224246
224477
224675
224798
224808
224818
224869
225113
225309
225422
225536
225635
225760
225929
226631
228425
228676
228877
228943
229062
229123
229263
229318
230028
230216
230694
230881
230931
230985
230999
231811
231818
231881
232030
232041
232094
232102
232529
232734
232877
232952
233580
234443
234551
235036
235253
235281
235457
236005
236525
236585
236595
236647
236950
236991
237257
237380
238023
238045
238465
239054
239462
239888
240045
240406
240678
240752
241151
241164
241303
242286
242379
242427
243238
243275
244166
244406
244527
244714
244848
245642
245643
245746
246831
248000
248753
248880
249014
249260
250167
251499
251541
252108
252127
252350
252557
252625
252696
252739
253692
253711
253770
253918
254010
254178
254264
254355
255208
256472
256694
257053
257297
257429
257834
259058
259983
260260
260292
260541
261064
261319
261352
261514
261668
261933
261947
262000
262642
263193
263255
263533
263746
264705
265356
265676
265964
266418
266434
266490
266968
267239
267422
267459
267476
267541
267627
267711
267919
268257
268754
268883
269070
269114
270188
270547
270752
272668
272802
274070
274475
274664
274768
274933
274976
275089
275804
276294
276535
277580
277879
278452
278502
279076
279172
279229
279829
281227
281580
281862
281924
282133
282606
282847
283108
283319
283516
283584
283969
285453
285529
285642
285887
286871
286974
287623
288233
288257
288561
288732
289018
289206
289306
289339
289389
289469
289811
289956
290260
290435
290439
290609
290699
290877
291172
291173
291594
291830
292630
293282
293377
293792
294042
295479
295583
295654
295922
296284
296829
297075
297198
297383
297470
297648
297649
297669
297801
298077
298167
298246
298387
298531
298986
299183
299325
299750
299839
300053
300131
300298
300652
301261
301561
301967
302678
303341
303504
303846
304917
305043
305068
305098
305599
305806
305933
306535
306788
307172
307556
307656
308203
309542
309694
309836
310106
311054
311173
311917
312260
312759
312956
313032
313472
313699
313823
314438
314927
315069
315275
315620
315812
315999
316662
316743
316885
318054
318222
318964
319512
320266
320278
320439
320885
320913
321167
321231
321265
321926
321927
321928
322295
322723
323003
323348
323441
323528
324190
324456
324536
324835
325078
326175
326203
